Item,Mean,Var,Mixed_Means,Mixed_Stds,Raw_Distrib,Discrete_Distrib,Sentence
108877:61,3.5555555555555554,7.135802469135803,[6.5 1.2],[0.35355409769934776  0.2828435963567144],[7  1  7  1  2  6  1  6  1],[0.44444444 0.11111111 0.         0.         0.         0.22222222 0.22222222],"you know if it's informal i'd probably choose something, i mean, just like hamburgers or steaks out on the grill because that's a lot of fun, especially this time of year where it's so nice out ."
166934:41,4.454545454545454,4.975206611570248,[2.20765822 6.33379586],[0.832709720531844  0.33348400152228996],[2  3  1  6  7  6  4  1  7  6  6],[0.18181818 0.09090909 0.09090909 0.09090909 0.         0.36363636 0.18181818],"so you got  to give them either more time in the system or a different process that  will hopefully work better."
1147:55,3.4444444444444446,6.0246913580246915,[1.8341853 6.6669313],[0.7557196243990497  0.3332693436750654],[2  6  4  1  1  7  1  2  7],[0.33333333 0.22222222 0.         0.11111111 0.         0.11111111 0.22222222],"have you ever gotten one of those calls that  is either generated  by a computer or somebody going down a list."
130777:64,2.3076923076923075,3.1360946745562126,[4.00373299 1.30055944],[1.3171735949307724  0.3281977042947899],[2  3  1  2  1  1  3  1  2  5  1  1  7],[0.46153846 0.23076923 0.15384615 0.         0.07692308 0. 0.07692308],"it kind of reminds me of  using an a t m card, you know,  to get money or doing your banking."
151366:42,2.8181818181818183,5.96694214876033,[1.375      6.66666667],[0.49212600180334176  0.33333408326433156],[1  1  2  1  3  7  1  1  6  1  7],[0.54545455 0.09090909 0.09090909 0.         0.         0.09090909 0.18181818],"and, i mean, i'm not speaking in favor of drugs or against drugs,"
128817:104,4.1,3.29,[5.30456046 2.49636033],[0.8790439207259811  0.7447183122189559],[3  5  2  6  7  4  4  6  1  3],[0.1 0.1 0.2 0.2 0.1 0.2 0.1],"i, i'd also advise them that, uh, if mom and dad paid for their college, that, uh, if they decided  to drop a course or decided that they need another year, then they'd have  to get a loan  to continue."
117490:28,2.8,4.36,[1.16642037 5.2485559 ],[0.2633682143674411  0.5881711989995214],[2  1  1  5  6  1  1  1  6  4],[0.5 0.1 0.  0.1 0.1 0.2 0. ],"i don't know if i believe that or not,"
162139:49,2.3,4.61,[1.25 6.5 ],[0.3061870343433895  0.35355409769934765],[7  1  2  6  1  1  1  1  1  2],[0.6 0.2 0.  0.  0.  0.1 0.1],"uh, i've had, uh, i've had one or two american cars i think ,"
101976:15,5.0,2.4,[5.5890793  2.49941245],[0.7338684206395736  0.3804620293212288],[2  6  5  7  3  4  5  7  5  6],[0.  0.1 0.1 0.1 0.3 0.2 0.2],"you can use chicken or turkey,"
136821:73,3.0,6.888888888888889,[1.16666667 6.66666667],[0.26352408702895536  0.3333340833324895],[1  1  1  7  1  7  2  6  1],[0.55555556 0.11111111 0.         0.         0.         0.11111111 0.22222222],"you wonder if they're, it 's really worth it to pay, uh, thirty-five dollars or forty dollars  just to get in."
55109:29,3.1,5.289999999999999,[1.71456865 6.33334481],[0.7288383027447495  0.33341596656013717],[6  1  2  1  2  7  4  1  1  6],[0.4 0.2 0.  0.1 0.  0.2 0.1],"i think they will probably win one or two more games than they did this year,"
68309:44,2.9166666666666665,3.4097222222222228,[2.40103926 5.88899093],[0.9794716722742495  0.9047663756004397],[2  4  7  5  4  3  1  1  2  1  1  4],[0.33333333 0.16666667 0.08333333 0.25       0.08333333 0. 0.08333333],"and maybe, now, i don't remember if this  is texas or not, that  has something about all drug dealers can be sentenced  to the death sentence."
9028:77,4.6,3.04,[5.47041172 2.2749378 ],[0.8128958470134319  0.316667244669361],[2  5  3  7  2  5  5  4  7  6],[0.  0.2 0.1 0.1 0.3 0.1 0.2],"and i'm not sure when a good time to plant those  is , if they should be planted  early or later."
170713:59,2.2,2.9600000000000004,[1.66666667 7.        ],[0.4714050511208195  0.0007071067811865475],[1  1  3  7  2  2  2  2  1  1],[0.4 0.4 0.1 0.  0.  0.  0.1],"do you know anyone that, uh,  is, is in a nursing home or has ever been in one."
99294:26,5.5,1.65,[7.         4.85735091],[0.0007071067811865475  0.6999798258267397],[7  6  3  5  5  5  7  7  6  4],[0.  0.  0.1 0.1 0.3 0.2 0.3],"they go around in their little coaching shorts or parachute pants."
96679:72,3.1,6.889999999999999,[1.42857143 7.        ],[0.5150792390001598  0.0007071067811865475],[7  1  7  2  3  7  1  1  1  1],[0.5 0.1 0.1 0.  0.  0.  0.3],"so, i was in a lot of classes where, uh, there, i was either the only girl or, you know, one of just a very, few women in the class ."
67487:36,3.4,3.6400000000000006,[1.96201298 5.33039082],[0.3943237081425951  0.8962911655668695],[4  2  5  2  6  3  2  1  2  7],[0.1 0.4 0.1 0.1 0.1 0.1 0.1],"if you live around the dallas area, you got five or six  every weekend to choose from . because they're really into it."
77821:28,2.4166666666666665,3.9097222222222228,[1.         4.39976549],[0.0007071067811865475  1.1490466029077488],[4  1  1  1  4  5  1  1  2  1  1  7],[0.58333333 0.08333333 0.         0.16666667 0.08333333 0. 0.08333333],"you don't have grandparents  near by or aunts and uncles."
164097:49,4.5,5.65,[6. 1.],[0.5345229515365951  0.0007071067811865475],[6  1  7  6  1  6  5  5  1  7],[0.3 0.  0.  0.  0.2 0.3 0.2],"one of my sons has a, a plymouth, uh, van or, you know, uh, uh, that same type of thing, the voyager, i guess"
95876:34,4.5,4.25,[1.62800426 5.67907336],[0.6598850361486159  0.65603195914336],[3  6  1  7  7  5  5  5  1  5],[0.2 0.  0.1 0.  0.4 0.1 0.2],"they haven't ruled on whether they can test them or not."
113961:67,4.4,5.24,[5.69039658 1.32442207],[0.9253950635131837  0.3310395344062587],[4  7  1  6  2  7  7  4  5  1],[0.2 0.1 0.  0.2 0.1 0.1 0.3],"and the federal came in and said, hey, you know, you have either got  to build more prisons or let people go."
46012:28,3.769230769230769,5.408284023668639,[2.54675036 6.79397429],[1.0806806718765236  0.2861963486930232],[3  1  1  6  7  3  7  1  3  5  4  1  7],[0.30769231 0.         0.23076923 0.07692308 0.07692308 0.07692308 0.23076923],"i can't remember whether we played three or four quarterbacks,"
47853:37,2.9166666666666665,4.409722222222222,[6.3298937  1.77736926],[0.6706359459528463  0.4442498514467179],[2  1  1  1  7  3  2  2  2  2  5  7],[0.25       0.41666667 0.08333333 0.         0.08333333 0. 0.16666667],"i, most of my friends have three or four kids."
4874:87,2.4545454545454546,2.429752066115702,[3.66653502 1.        ],[0.7818292401365458  0.0007071067811865475],[5  3  4  1  1  5  3  1  1  2  1],[0.45454545 0.09090909 0.18181818 0.09090909 0.18181818 0. 0.        ],"you know, and you look at our society, almost everyone out on the street that  has been in prison, has been in prison three or four times."
55284:17,3.0,2.6,[4.33628544 1.62380805],[0.7814980113789947  0.37868327215640935],[5  3  1  6  2  2  1  4  4  2],[0.2 0.3 0.1 0.2 0.1 0.1 0. ],"there's probably five or six, which  would be an equivalent of our joint chiefs of staffs, that  are in positions over some of these soviet states."
132975:27,4.25,4.9375,[1.         5.33331145],[0.0007071067811865475  0.9718475139149941],[4  7  1  4  1  6  7  4],[0.25  0.    0.    0.375 0.    0.125 0.25 ],"i'm not sure those are avis or not,"
128512:74,3.9,6.29,[6.75126918 2.00470242],[0.30566715284017676  0.8218045085860368],[6  7  1  7  3  7  1  2  1  4],[0.3 0.1 0.1 0.1 0.  0.1 0.3],"it's a, like it's something you either just really want  to do  it or you can't talk anyone into  it."
45035:42,2.9,4.09,[2.00056755 6.50026145],[0.7078647415216398  0.35358311131844533],[7  1  2  2  2  6  1  1  4  3],[0.3 0.3 0.1 0.1 0.  0.1 0.1],"uh, and your very best teachers in my estimation should be first, second or third grade. so that the children develop good learning patterns"
169551:32,4.181818181818182,5.9669421487603325,[6.33333322 1.59999999],[0.5270469687382588  0.34641088530153197],[6  1  7  2  7  6  2  1  7  5  2],[0.18181818 0.27272727 0.         0.         0.09090909 0.18181818 0.27272727],"i think this particular case has been like ten or fifteen years."
13821:162,2.7,3.41,[5.33030838 1.57129061],[0.6701831367934189  0.34998517118134603],[6  1  2  1  6  4  2  2  1  2],[0.3 0.4 0.  0.1 0.  0.2 0. ],"uh, i, i don't have a, other than, than a reading and, and male perspective on, on the ver-, on the biological urges involved relative to being a mother or not."
168937:102,3.6666666666666665,4.0,[2.33333152 6.33329933],[0.5270570456038246  0.33339502116096553],[4  2  2  6  2  2  7  2  6],[0.         0.55555556 0.         0.11111111 0.         0.22222222 0.11111111],"and, so, uh, one of the things that  would fulfill the, at least the nominal, uh, qualifications set forth in the charge is military service or draft."
14141:68,3.6,4.24,[4.86211446 1.51672627],[1.0959242652351542  0.39007772320798845],[2  1  4  6  1  7  3  4  6  2],[0.2 0.2 0.1 0.2 0.  0.2 0.1],"i would much prefer that they keep their analysis to themselves. um, since i don't necessarily agree with it or it tends  to be extraordinarily trite."
142727:53,3.3333333333333335,7.111111111111111,[1.5 7. ],[0.5400621877772718  0.0007071067811865475],[7  1  1  7  1  7  3  2  1],[0.44444444 0.11111111 0.11111111 0.         0.         0. 0.33333333],"but a little bit from three, you know, from thirty million dollars or thirty-five mil-, that's a lot of money."
33778:41,3.1,3.4899999999999998,[2.00848226 5.67096629],[0.663439339107934  0.332244195479162],[6  5  1  1  3  6  2  3  1  3],[0.3 0.1 0.3 0.  0.1 0.2 0. ],"do you like  to exercise because you want  to or because you have  to."
39615:30,2.9,6.289999999999999,[1.28571429 6.66666667],[0.31943906512280335  0.3333340833324895],[2  1  1  2  7  1  1  7  6  1],[0.5 0.2 0.  0.  0.  0.1 0.2],"do you, do you garden or not."
83455:205,5.5,3.65,[6.37499999 2.        ],[0.6059604141462687  0.0007071067811865475],[2  5  7  7  6  7  7  7  2  5],[0.  0.2 0.  0.  0.2 0.1 0.5],"uh, i think that the judges should be leftd to do most of the sentencing, simply because, uh, there is always, uh, there is, there is always a jury that might be swayedb, uh, by the moment, uh, to either to be too lenient or too vengeful,, i guesse."
84467:25,3.8181818181818183,5.785123966942149,[5.42855022 1.        ],[0.9897649294206133  0.0007071067811865475],[6  1  4  5  1  1  7  1  3  6  7],[0.36363636 0.         0.09090909 0.09090909 0.09090909 0.18181818 0.18181818],"and is sold  as purple buddy or sometimes sold  as straw flower."
105689:35,3.3,4.21,[2.16866292 5.94235176],[0.8323777282517363  0.6461480948254941],[5  1  3  4  1  2  6  3  7  1],[0.3 0.1 0.2 0.1 0.1 0.1 0.1],"and it  depends where he's going  whether or not i decide  to go along."
104214:48,2.6,3.44,[1.1640391  4.73700051],[0.2618504114207268  0.5999664318974784],[1  1  5  1  6  1  1  2  4  4],[0.5 0.1 0.  0.2 0.1 0.1 0. ],"so, um, i always think it's a nice break from the traditional organ or piano."
144961:19,3.5,5.05,[1.8494944 5.971591 ],[0.5118109817083404  0.9054242523184153],[7  2  2  4  6  2  1  1  7  3],[0.2 0.3 0.1 0.1 0.  0.1 0.2],"and even in the last five or six years, boy we see more and more women being involved"
125982:22,2.7777777777777777,4.617283950617284,[1.7143002  6.50000589],[0.6227241348603076  0.3535540979586665],[3  2  7  1  3  1  1  6  1],[0.44444444 0.11111111 0.22222222 0.         0.         0.11111111 0.11111111],"my electrical system shorted out like two or three times,"
51527:40,3.75,5.1875,[1.         5.39999961],[0.0007071067811865475  0.7211111668183939],[1  1  7  1  5  5  6  4],[0.375 0.    0.    0.125 0.25  0.125 0.125],"and i want  to say her daughter was like six or seven, right around first, second grade."
89290:20,4.8,4.76,[6.14284859 1.66666507],[0.5890299580047634  0.3333344833948671],[5  7  2  6  1  7  6  7  5  2],[0.1 0.2 0.  0.  0.2 0.2 0.3],"see i went about two or three weeks ago and saw f x two."
134333:22,2.2222222222222223,3.2839506172839505,[1.625 7.   ],[0.49212600012598623  0.0007071067811865475],[2  2  1  2  3  1  1  1  7],[0.44444444 0.33333333 0.11111111 0.         0.         0. 0.11111111],"we don't even have any concrete or asphalt."
46957:32,3.272727272727273,4.016528925619835,[1.36848755 4.63160383],[0.34675185846087386  1.0669989260525925],[5  2  1  6  2  4  4  1  3  1  7],[0.27272727 0.18181818 0.09090909 0.18181818 0.09090909 0.09090909 0.09090909],"they're only going  to make like three or four thousand."
130040:62,2.909090909090909,5.7190082644628095,[1.14285706 5.99999936],[0.24743678352419757  0.5000017386112428],[1  6  1  7  2  6  1  1  5  1  1],[0.54545455 0.09090909 0.         0.         0.09090909 0.18181818 0.09090909],"well, i found out after  washing out many a peanut butter jar that they're not a recycling number one or two."
116286:60,4.1,2.49,[3.6557952  6.61389638],[0.8868459100302073  0.3487769311325546],[3  7  3  1  5  4  4  4  6  4],[0.1 0.  0.2 0.4 0.1 0.1 0.1],"and what they ran on  in platform don't necessarily come true in their voting in the senate or congress, whatever."
140143:61,3.9,4.890000000000001,[6.73157478 2.88579088],[0.3146432948406379  1.155453450168188],[7  5  2  6  1  4  2  4  7  1],[0.2 0.2 0.  0.2 0.1 0.1 0.2],"and, and, uh, we went down to canton one time oh, gosh, two or three years ago now,"
13834:72,3.272727272727273,4.56198347107438,[1.         4.57124783],[0.0007071067811865475  1.1249734770172508],[6  1  1  1  7  3  5  5  1  4  2],[0.36363636 0.09090909 0.09090909 0.09090909 0.18181818 0.09090909 0.09090909],"maybe we'll see a growth in that where someone makes a career out of, say,  taking care of five or six children as opposed to day care ."
6904:85,4.0,4.8,[5.66580763 1.49984054],[0.6677782344394194  0.35357766290043646],[2  4  7  1  6  5  6  6  2  1],[0.2 0.2 0.  0.1 0.1 0.3 0.1],"well, um, with credit cards is, me, i, uh, i try  to get maybe just one or two,"
120949:44,2.2222222222222223,2.839506172839506,[1.         3.74966961],[0.0007071067811865475  1.0459796026638553],[1  2  1  1  6  3  4  1  1],[0.55555556 0.11111111 0.11111111 0.11111111 0.         0.11111111 0.        ],"now is there anything, uh, are there any mountains or big rocks a person could hike  around this area."
80682:39,5.7,1.41,[5.9999957 3.       ],[0.5773558775012606  0.0007071067811865475],[5  7  6  5  6  7  7  3  5  6],[0.  0.  0.1 0.  0.3 0.3 0.3],"and i'm thinking about maybe sponge painting them. either that or maybe rag rolling. to give it kind of a country look."
116760:45,4.363636363636363,6.776859504132232,[1.60000063 6.66666675],[0.5656870602638044  0.33333406331748516],[6  1  6  1  7  7  2  7  1  3  7],[0.27272727 0.09090909 0.09090909 0.         0.         0.18181818 0.36363636],"because when you get married  , you won't have the money or the time."
166593:34,2.6,4.040000000000001,[1.625 6.5  ],[0.3423273287366932  0.35355409769934765],[2  1  2  2  1  2  7  2  6  1],[0.3 0.5 0.  0.  0.  0.1 0.1],"once i found out that that's really not necessary or legal then i just refuse"
51548:67,1.9,3.09,[1.33333333 7.        ],[0.33333408333248954  0.0007071067811865475],[2  7  1  1  2  2  1  1  1  1],[0.6 0.3 0.  0.  0.  0.  0.1],"and she literally spent almost the entire amount that i paid her  on my daughter.  either making her clothes or, buying her things."
156857:70,3.4444444444444446,3.3580246913580245,[2.44295314 5.716457  ],[0.8571771472324391  0.32010664703358616],[3  5  4  2  6  1  1  6  3],[0.22222222 0.11111111 0.22222222 0.11111111 0.11111111 0.22222222 0.        ],"uh, so do, do you think it 's more important to spend money on research or for support of, uh, people."
138388:14,5.0,2.6,[3.58076354 6.33027967],[0.7472263780427766  0.40786603592495224],[4  6  4  3  7  6  2  6  7  5],[0.  0.1 0.1 0.2 0.1 0.3 0.2],"she was four, or three,"
